Employee ID,Age,Department,Job Role,Distance From Home,Monthly Income,Years At Company,Attrition
EMP-023334F5,39,Research & Development,Research Director,3,11234,0,No
EMP-8630EF2E,26,Research & Development,Research Scientist,1,4984,5,No
EMP-4091D01D,18,Research & Development,Research Scientist,4,5733,0,Yes
EMP-80523FD0,41,Research & Development,Manufacturing Director,5,8164,2,Yes
EMP-64214D58,45,Sales,Sales Executive,6,3345,3,No
EMP-97ABCDEE,28,Engineering,Engineering Manager,1,8921,6,Yes
EMP-815783FC,44,Customer Support,Support Specialist,4,2825,2,No
EMP-2A7BB14F,18,Human Resources,HR Director,1,8978,0,No
EMP-5649C482,50,Customer Support,Customer Success Manager,3,11073,3,No
EMP-CE0D58B1,32,Customer Support,Customer Success Manager,1,8880,11,No
EMP-BC09CF39,31,Customer Support,Support Specialist,3,3162,0,Yes
EMP-F1792587,31,Engineering,Senior Software Engineer,1,6249,5,No
EMP-3534DABA,50,Sales,Regional Manager,8,8423,1,No
EMP-EDF5EDEE,29,Research & Development,Research Director,7,9985,2,No
EMP-CF4B183E,44,Customer Support,Customer Success Manager,20,7799,26,No
EMP-A6CE8DA0,23,Sales,Sales Executive,2,6006,1,No
EMP-1ADBC0B9,18,Engineering,Engineering Manager,24,9179,0,Yes
EMP-4F0C36BA,24,Human Resources,HR Director,18,7775,5,No
EMP-6A9A2B73,22,Research & Development,Manufacturing Director,17,10897,0,No
EMP-7F245F69,38,Engineering,Engineering Manager,5,10910,3,No
EMP-8D0623C1,36,Research & Development,Research Director,4,10872,0,No
EMP-988B18DF,36,Engineering,Engineering Manager,5,6120,5,No
EMP-D0C5D6E6,43,Human Resources,HR Business Partner,9,5895,8,No
EMP-FC4A1B1E,35,Research & Development,Research Scientist,4,2927,4,No
EMP-FE0C95DD,44,Research & Development,Laboratory Technician,7,2681,8,No
EMP-A2891EE5,44,Research & Development,Research Director,5,9698,1,No
EMP-52E2BD86,44,Research & Development,Research Scientist,18,4199,26,No
EMP-A01382DF,49,Research & Development,Research Director,3,10083,1,No
EMP-DF8CEAFE,39,Research & Development,Research Director,8,6823,6,No
EMP-59000961,50,Customer Support,Support Director,8,7703,3,No
EMP-9DDB1B9B,24,Engineering,Senior Software Engineer,1,6925,0,No
EMP-7F2050B9,38,Customer Support,Support Specialist,18,2146,6,No
EMP-EF143B80,31,Research & Development,Laboratory Technician,5,5399,2,No
EMP-4E8A79B9,39,Human Resources,HR Business Partner,1,6030,0,No
EMP-F6116802,30,Sales,Sales Representative,17,4971,6,No
EMP-2C9373B9,36,Human Resources,HR Business Partner,10,6723,3,No
EMP-3609261D,29,Customer Support,Customer Success Manager,2,12126,3,No
EMP-8A2655F8,51,Engineering,Software Engineer,13,4151,5,No
EMP-B90BE5AD,41,Customer Support,Support Specialist,6,3289,11,No
EMP-7D5CF9EA,44,Customer Support,Support Specialist,1,2000,6,No
EMP-22F7E080,54,Human Resources,HR Business Partner,24,6747,6,No
EMP-950E9DCD,28,Customer Support,Customer Success Manager,1,11547,0,No
EMP-E0AF82A4,57,Engineering,Software Engineer,5,4471,6,No
EMP-2CDE2D3F,30,Human Resources,HR Business Partner,2,6049,9,No
EMP-B07DF2A7,43,Research & Development,Research Scientist,1,4367,23,No
EMP-151A9CB6,28,Human Resources,HR Business Partner,8,6622,10,No
EMP-467AF616,49,Customer Support,Customer Success Manager,2,8139,4,No
EMP-63A594AB,26,Sales,Sales Executive,3,3242,0,Yes
EMP-44A29EF1,35,Research & Development,Manufacturing Director,2,10604,2,No
EMP-B5413892,49,Human Resources,HR Director,35,8595,2,Yes
EMP-8EA54DFC,39,Engineering,Senior Software Engineer,1,7313,5,No
EMP-5765C239,59,Human Resources,HR Director,22,9833,2,No
EMP-11ECA2FB,40,Engineering,Senior Software Engineer,6,6479,4,No
EMP-EA84B01B,34,Sales,Sales Executive,3,4139,4,No
EMP-6D7F60C3,18,Human Resources,HR Director,5,8895,0,No
EMP-8BB0744D,43,Sales,Sales Executive,7,2931,1,Yes
EMP-E01C7215,46,Sales,Sales Executive,1,2000,0,Yes
EMP-EE601165,46,Engineering,Engineering Manager,12,10580,5,Yes
EMP-7CE8377F,60,Engineering,Engineering Manager,1,9172,4,No
EMP-C4B40BFC,38,Sales,Sales Executive,4,5839,1,No
EMP-D3705CA7,51,Research & Development,Laboratory Technician,20,5224,2,No
EMP-D57BE195,41,Engineering,Senior Software Engineer,21,7800,3,No
EMP-A07581F5,64,Human Resources,HR Business Partner,13,6717,16,No
EMP-F213BDE8,38,Research & Development,Research Scientist,9,4866,3,Yes
EMP-A8CE922C,39,Human Resources,HR Business Partner,13,5672,1,No
EMP-4E888B22,46,Engineering,Engineering Manager,1,9003,10,No
EMP-26E9CE4F,43,Customer Support,Customer Success Manager,27,7789,5,Yes
EMP-D83AB45D,55,Customer Support,Support Specialist,4,3075,1,No
EMP-136E0AD9,24,Engineering,Engineering Manager,1,11203,0,No
EMP-382CCEEA,53,Customer Support,Customer Success Manager,7,9984,9,No
EMP-B2BAF2A1,37,Customer Support,Customer Success Manager,2,9200,2,No
EMP-05CA30CA,40,Engineering,Engineering Manager,8,9551,13,No
EMP-24884717,36,Sales,Sales Representative,27,2954,3,Yes
EMP-E8680039,26,Engineering,Senior Software Engineer,1,6104,8,No
EMP-CDBE0B7F,40,Sales,Sales Executive,24,3138,1,No
EMP-3F75BFC7,32,Research & Development,Manufacturing Director,9,9876,0,No
EMP-E0470745,29,Customer Support,Support Specialist,6,5275,4,No
EMP-E24CA0CC,43,Engineering,Senior Software Engineer,3,5127,5,No
EMP-4AEEAB9C,42,Engineering,Senior Software Engineer,1,4952,2,No
EMP-42F96692,46,Sales,Regional Manager,3,8595,10,No
EMP-6E363838,36,Engineering,Engineering Manager,9,9777,0,No
EMP-7203B091,53,Research & Development,Research Scientist,10,3066,4,No
EMP-A64A4E73,29,Engineering,Senior Software Engineer,1,4253,6,No
EMP-618CB189,56,Sales,Sales Representative,2,4041,1,No
EMP-08B45F82,48,Customer Support,Support Director,22,8914,3,No
EMP-7B450988,33,Human Resources,HR Business Partner,21,5944,0,No
EMP-D9BC09D0,37,Customer Support,Customer Success Manager,4,10419,12,No
EMP-0E3B8E7A,38,Sales,Sales Executive,7,3553,1,Yes
EMP-5B1F852B,56,Sales,Regional Manager,12,8539,0,No
EMP-7EF6CD32,30,Engineering,Senior Software Engineer,1,4955,0,No
EMP-F5245A4E,45,Engineering,Software Engineer,2,4538,0,No
EMP-3D73EB05,36,Research & Development,Laboratory Technician,2,2898,3,No
EMP-05F7BFAB,39,Sales,Sales Executive,4,5045,2,No
EMP-B6E7AED0,53,Human Resources,HR Business Partner,6,5265,9,No
EMP-32E93940,36,Engineering,Engineering Manager,8,10126,0,Yes
EMP-FAEB5414,34,Sales,Sales Executive,2,2415,10,Yes
EMP-83BF62A6,36,Research & Development,Manufacturing Director,9,8147,5,No
EMP-142147B0,47,Engineering,Senior Software Engineer,8,5633,2,No
EMP-F446D609,37,Sales,Sales Representative,17,3101,4,Yes
EMP-A5C04F82,37,Research & Development,Laboratory Technician,1,5534,0,No
EMP-346CFD0E,48,Engineering,Software Engineer,15,2708,1,No
EMP-9D473AE0,18,Research & Development,Research Scientist,5,3820,0,No
EMP-86399606,35,Human Resources,HR Business Partner,1,5570,1,No
EMP-548BDC72,32,Sales,Regional Manager,4,8283,0,No
EMP-D61EAA4F,60,Engineering,Software Engineer,10,6240,2,No
EMP-37F765B0,34,Sales,Sales Executive,1,4155,3,No
EMP-9DAFA23B,47,Sales,Regional Manager,1,9751,8,No
EMP-A633C262,33,Research & Development,Research Director,3,8034,2,No
EMP-110AC07F,38,Human Resources,HR Business Partner,16,4564,2,Yes
EMP-A8A48F51,49,Sales,Regional Manager,12,9561,3,No
EMP-7A00DA13,43,Customer Support,Support Specialist,8,3606,1,No
EMP-F4BFDF42,46,Human Resources,HR Generalist,1,3242,24,No
EMP-9CD9B81E,40,Sales,Regional Manager,5,9163,3,No
EMP-1D03E067,35,Sales,Sales Executive,7,5163,0,No
EMP-87B2E8DF,30,Human Resources,HR Generalist,1,4432,2,Yes
EMP-20E60429,51,Human Resources,HR Director,1,10714,0,Yes
EMP-4252B7B3,31,Research & Development,Laboratory Technician,17,4597,7,No
EMP-F26D7C5F,21,Customer Support,Support Director,3,10807,0,No
EMP-E6ADDFAC,64,Customer Support,Support Specialist,4,4362,3,No
EMP-8428773D,51,Sales,Sales Executive,23,2385,0,Yes
EMP-D00E5577,27,Sales,Regional Manager,9,9202,6,No
EMP-F2550CAE,36,Sales,Sales Executive,29,4369,0,No
EMP-6C17541A,31,Research & Development,Laboratory Technician,22,4167,3,No
EMP-35D88CF2,47,Research & Development,Manufacturing Director,1,10192,0,No
EMP-0FC8084E,34,Human Resources,HR Business Partner,1,6890,3,No
EMP-1EC95717,33,Sales,Regional Manager,3,9701,0,No
EMP-BD9DCC23,47,Research & Development,Manufacturing Director,40,9379,5,No
EMP-659D87C8,25,Engineering,Engineering Manager,25,9668,7,No
EMP-0EF3AFEF,47,Human Resources,HR Director,2,10822,1,No
EMP-CFE1DB9F,27,Research & Development,Research Scientist,5,4838,7,No
EMP-9BF27F3E,35,Human Resources,HR Director,15,11360,9,No
EMP-16A06E87,26,Customer Support,Support Director,3,10414,1,Yes
EMP-B6F2A9CD,34,Customer Support,Support Specialist,2,3297,3,No
EMP-E880CCD4,47,Human Resources,HR Director,1,10953,12,No
EMP-7027FCF8,18,Sales,Regional Manager,14,10774,0,No
EMP-CB0807C6,37,Research & Development,Laboratory Technician,18,4034,2,No
EMP-5FCA9D18,25,Human Resources,HR Director,11,10329,7,No
EMP-CAA0008E,61,Sales,Regional Manager,6,8965,11,No
EMP-8997B29A,50,Engineering,Software Engineer,16,3990,2,No
EMP-7F5C41AF,33,Engineering,Engineering Manager,17,7904,1,Yes
EMP-12B0B7A4,51,Human Resources,HR Business Partner,4,6133,5,No
EMP-EACD2C02,33,Human Resources,HR Generalist,15,3653,0,Yes
EMP-4168D1DB,44,Sales,Sales Executive,4,3466,18,No
EMP-58A0242C,28,Research & Development,Research Scientist,12,3863,0,No
EMP-85BB2803,36,Research & Development,Laboratory Technician,32,3801,5,No
EMP-4ADB2514,33,Sales,Sales Executive,4,5527,1,No
EMP-8FF4AA21,65,Engineering,Engineering Manager,9,8354,1,No
EMP-F19A28EA,18,Customer Support,Support Director,5,9317,0,No
EMP-F8892D6D,18,Sales,Sales Representative,13,2200,0,Yes
EMP-FC45321C,32,Sales,Sales Executive,9,4819,4,No
EMP-43856019,35,Research & Development,Research Director,3,6838,0,No
EMP-D9492641,35,Sales,Sales Representative,11,3774,5,No
EMP-ABDF4DD9,36,Sales,Sales Representative,8,5318,18,No
EMP-9EF97119,47,Engineering,Senior Software Engineer,1,6086,1,No
EMP-14C96ECA,58,Sales,Regional Manager,16,7873,22,No
EMP-060C72EE,32,Sales,Regional Manager,16,9448,4,Yes
EMP-E032D17F,37,Human Resources,HR Generalist,13,2293,7,No
EMP-44F7A2D5,18,Customer Support,Support Specialist,36,3995,0,Yes
EMP-7A6B9987,22,Research & Development,Research Director,13,8802,1,Yes
EMP-BC1AE701,39,Customer Support,Support Director,3,8057,4,No
EMP-5EFE3395,41,Research & Development,Research Director,3,8623,0,No
EMP-0CF89314,34,Customer Support,Customer Success Manager,15,10205,4,No
EMP-3AC0FDF9,37,Engineering,Software Engineer,11,4367,0,Yes
EMP-8F2A6A85,42,Research & Development,Research Director,7,9482,1,No
EMP-D1CD9390,41,Research & Development,Research Director,10,8783,2,No
EMP-BF0BA7E5,42,Human Resources,HR Director,3,9325,1,No
EMP-627D3ACE,51,Human Resources,HR Business Partner,1,6165,14,No
EMP-4E32C8F4,32,Engineering,Engineering Manager,12,10211,2,No
EMP-99582BE7,51,Research & Development,Research Scientist,32,3440,0,Yes
EMP-3D5FB4BD,31,Customer Support,Support Director,4,6458,2,No
EMP-21959F9E,39,Engineering,Senior Software Engineer,5,5608,1,No
EMP-179BDF23,43,Sales,Regional Manager,6,10233,1,Yes
EMP-6B5FC45F,24,Human Resources,HR Director,2,10682,6,Yes
EMP-C48C1A68,30,Research & Development,Manufacturing Director,2,9046,12,Yes
EMP-FC1B25D8,18,Research & Development,Research Scientist,20,4403,0,No
EMP-3B6AAEB7,27,Sales,Regional Manager,4,8857,1,No
EMP-CC6B77D8,26,Customer Support,Support Director,8,10795,0,No
EMP-BF82CFA1,34,Customer Support,Support Specialist,27,2476,2,Yes
EMP-24D96B39,25,Engineering,Senior Software Engineer,1,6970,0,Yes
EMP-AC3E8938,29,Human Resources,HR Business Partner,1,5420,7,No
EMP-1DA68899,38,Research & Development,Research Scientist,4,3622,3,No
EMP-22D4CEC1,19,Human Resources,HR Generalist,3,4739,1,No
EMP-A505F280,35,Customer Support,Support Specialist,1,4353,11,No
EMP-32E94477,44,Human Resources,HR Business Partner,4,3566,0,Yes
EMP-3F14F840,45,Customer Support,Support Specialist,2,6998,3,No
EMP-5C1483EC,42,Human Resources,HR Generalist,1,5585,3,No
EMP-9CF2DF35,47,Customer Support,Customer Success Manager,9,10396,0,Yes
EMP-FB40E615,47,Sales,Sales Representative,1,5418,2,No
EMP-304CD617,50,Engineering,Senior Software Engineer,2,4547,4,No
EMP-24AA8D19,48,Sales,Sales Executive,2,3690,19,No
EMP-1AFFC5D0,50,Customer Support,Support Specialist,1,4589,1,No
EMP-F648885F,25,Engineering,Software Engineer,9,5709,5,No
EMP-AEA56F22,30,Sales,Sales Representative,1,3632,4,No
EMP-DD8E86BC,54,Research & Development,Manufacturing Director,7,9773,2,No
EMP-0D39FD73,34,Research & Development,Research Scientist,4,3910,16,Yes
EMP-54460075,34,Engineering,Senior Software Engineer,8,6968,9,No
EMP-03C68562,34,Customer Support,Support Director,1,9550,3,Yes
EMP-324332A7,43,Engineering,Senior Software Engineer,9,6552,5,No
EMP-79303B56,31,Research & Development,Research Scientist,12,4984,1,No
EMP-8B3F671A,32,Engineering,Engineering Manager,5,8372,3,No
EMP-6960FE9F,20,Customer Support,Customer Success Manager,1,9387,2,No
EMP-8853F2EE,22,Engineering,Engineering Manager,20,8618,4,No
EMP-5A8DB59D,37,Research & Development,Research Scientist,1,5388,5,No
EMP-BAAE6C49,35,Research & Development,Research Director,1,7916,8,No
EMP-9FD7E7DB,36,Customer Support,Support Specialist,13,5334,4,No
EMP-6EE69FF9,34,Customer Support,Support Specialist,15,5615,3,No
EMP-0D946B68,37,Human Resources,HR Business Partner,6,6848,7,No
EMP-7C2C1A69,40,Customer Support,Support Specialist,1,5546,3,Yes
EMP-ED507AC6,59,Engineering,Senior Software Engineer,17,5436,0,No
EMP-1DABE713,39,Research & Development,Manufacturing Director,2,10987,1,No
EMP-D4A9EEA7,40,Sales,Sales Representative,1,2000,0,Yes
EMP-DC65142D,35,Human Resources,HR Director,2,9894,3,No
EMP-DB7DBC88,53,Engineering,Engineering Manager,5,9724,7,No
EMP-B7CB93C6,29,Sales,Sales Executive,1,4323,2,Yes
EMP-4385C907,52,Human Resources,HR Generalist,8,3253,2,No
EMP-7733324B,32,Sales,Sales Executive,8,3270,2,No
EMP-36947C3F,25,Research & Development,Research Scientist,10,4070,7,No
EMP-C186FD3E,37,Human Resources,HR Generalist,37,2000,2,Yes
EMP-6FAEF46D,29,Sales,Sales Representative,9,4225,0,No
EMP-CA29E1C1,44,Sales,Sales Representative,8,5155,2,Yes
EMP-DE93389D,45,Customer Support,Support Specialist,8,3997,3,No
EMP-2AEE5664,23,Customer Support,Customer Success Manager,1,9329,1,No
EMP-C7F1C6F6,18,Customer Support,Support Director,5,9831,0,No
EMP-28B1DA87,31,Sales,Sales Representative,1,2000,0,No
EMP-65731A02,41,Customer Support,Support Specialist,14,5746,0,No
EMP-085A2C1E,22,Sales,Sales Representative,2,4548,0,Yes
EMP-B677EDCD,34,Customer Support,Customer Success Manager,1,8685,16,Yes
EMP-67C9957E,30,Sales,Sales Executive,2,3527,4,No
EMP-730D2C75,34,Human Resources,HR Director,10,9550,2,No
EMP-3DB8D9C1,29,Human Resources,HR Generalist,10,3196,2,Yes
EMP-65C3C92A,43,Engineering,Software Engineer,8,2876,9,No
EMP-A6A4BC83,40,Customer Support,Support Director,11,9186,0,Yes
EMP-083AAD64,32,Human Resources,HR Business Partner,29,8180,0,No
EMP-E634170F,25,Customer Support,Support Specialist,31,5843,2,Yes
EMP-B59FBA11,46,Customer Support,Customer Success Manager,54,8843,1,No
EMP-8C1A8E48,46,Sales,Sales Executive,3,2000,0,Yes
EMP-FFDD7F1E,30,Customer Support,Customer Success Manager,5,8491,0,No
EMP-891C27F5,41,Engineering,Engineering Manager,1,10443,5,No
EMP-899B8A14,41,Human Resources,HR Director,1,9749,1,No
EMP-6AE8E841,47,Human Resources,HR Generalist,1,4932,3,No
EMP-13D93186,31,Customer Support,Customer Success Manager,16,8940,0,No
EMP-C66D8FDA,45,Human Resources,HR Business Partner,2,5938,19,No
EMP-E11472D5,38,Sales,Regional Manager,1,9771,1,No
EMP-07DA7C14,20,Research & Development,Research Scientist,3,3165,2,No
EMP-BCEDDC91,42,Engineering,Engineering Manager,1,8756,4,No
EMP-2F1A655E,35,Engineering,Engineering Manager,2,10159,5,No
EMP-4D06CBFB,47,Customer Support,Support Director,3,10952,1,No
EMP-8C89A9DC,49,Engineering,Software Engineer,6,3823,2,No
EMP-AA13E0F2,35,Engineering,Senior Software Engineer,7,4604,0,No
EMP-F96D45C3,52,Human Resources,HR Business Partner,11,5651,5,No
EMP-C968D853,52,Research & Development,Research Scientist,7,4341,1,No
EMP-FE4B517E,48,Research & Development,Research Scientist,8,3902,5,No
EMP-88857063,43,Customer Support,Support Specialist,5,5303,3,No
EMP-22766165,33,Research & Development,Research Scientist,4,5436,0,No
EMP-185C0499,27,Customer Support,Support Director,5,11740,5,No
EMP-46CA03CB,39,Sales,Sales Executive,14,3183,8,No
EMP-4A7D4143,46,Research & Development,Laboratory Technician,6,4398,3,No
EMP-A6B80D03,20,Engineering,Senior Software Engineer,4,5528,2,No
EMP-002CC244,27,Human Resources,HR Generalist,19,2893,0,No
EMP-3582C4F8,28,Sales,Sales Executive,4,4621,0,Yes
EMP-E5226647,46,Customer Support,Support Director,21,8680,1,No
EMP-C68371E9,18,Customer Support,Support Director,20,6738,0,No
EMP-ABAF76B4,58,Research & Development,Research Scientist,18,4189,0,No
EMP-61718557,46,Human Resources,HR Generalist,13,3765,3,No
EMP-C80AD546,18,Engineering,Software Engineer,7,4496,0,No
EMP-6C4B649A,54,Customer Support,Customer Success Manager,19,8844,0,No
EMP-3557964F,18,Human Resources,HR Generalist,11,2598,0,No
EMP-099EC4E1,46,Engineering,Senior Software Engineer,5,6388,12,No
EMP-84DF3253,50,Research & Development,Research Scientist,1,4010,4,Yes
EMP-67BFDF03,44,Sales,Sales Representative,3,3494,5,No
EMP-0A6C4F64,27,Research & Development,Research Scientist,1,4824,2,No
EMP-45514B0E,46,Sales,Sales Executive,16,3271,3,No
EMP-914D1E7F,53,Engineering,Engineering Manager,17,11486,2,No
EMP-83265A6F,28,Human Resources,HR Business Partner,7,4911,2,No
EMP-48ACD92E,29,Engineering,Senior Software Engineer,12,5848,1,No
EMP-761346F5,34,Customer Support,Support Director,2,8034,4,No
EMP-DEBB912C,29,Human Resources,HR Business Partner,7,3471,1,No
EMP-0B370D17,18,Customer Support,Support Director,1,7822,0,No
EMP-4F64CDBC,57,Sales,Regional Manager,12,11800,0,Yes
EMP-A6B7EE2B,45,Engineering,Software Engineer,29,3283,0,No
EMP-D8DBD4A6,23,Research & Development,Research Director,1,9585,1,No
EMP-6F30177A,42,Sales,Regional Manager,7,8699,0,No
EMP-8CFD1D72,41,Sales,Sales Executive,4,2588,4,No
EMP-575125A4,32,Engineering,Senior Software Engineer,2,5690,1,No
EMP-54259C76,56,Human Resources,HR Business Partner,3,4978,0,Yes
EMP-05286EFE,62,Human Resources,HR Director,32,10124,4,No
EMP-F4D75C37,63,Customer Support,Support Specialist,26,2807,8,No
EMP-FA5FDB1A,26,Engineering,Software Engineer,3,3094,3,No
EMP-F895B159,38,Sales,Sales Executive,1,6032,6,No
EMP-6E7ED140,31,Customer Support,Support Specialist,10,5078,2,No
EMP-B29BFDD4,57,Human Resources,HR Business Partner,21,6308,3,Yes
EMP-48C5EFBD,48,Engineering,Engineering Manager,2,8632,2,No
EMP-FECC6094,42,Research & Development,Research Director,5,10399,1,Yes
EMP-B7BD07CC,24,Human Resources,HR Director,1,8521,6,No
EMP-0D07959B,34,Research & Development,Laboratory Technician,4,2047,16,Yes
EMP-F7B72B2A,30,Engineering,Engineering Manager,1,9373,4,No
EMP-EF79FB58,23,Customer Support,Support Director,5,11766,0,No
EMP-567BF92C,48,Customer Support,Support Director,1,13834,0,No
EMP-6AAFCC41,25,Engineering,Engineering Manager,2,10139,0,No
EMP-703F6780,30,Research & Development,Manufacturing Director,2,8249,3,No
EMP-B40CF9DC,47,Research & Development,Research Scientist,1,4066,8,No
EMP-1AC40C48,34,Research & Development,Laboratory Technician,5,4345,0,No
EMP-CBCF3F60,29,Human Resources,HR Director,8,8531,2,No
EMP-F3FCE899,31,Engineering,Senior Software Engineer,1,7396,9,No
EMP-256453D2,48,Sales,Sales Executive,8,2456,3,No
EMP-C895E8BA,55,Sales,Regional Manager,1,9562,5,No
EMP-B9AA744F,42,Sales,Sales Representative,5,3139,2,No
EMP-74867EA1,38,Engineering,Engineering Manager,1,8242,3,No
EMP-073CF628,30,Customer Support,Customer Success Manager,6,10623,12,No
EMP-4A898762,46,Customer Support,Support Director,5,10176,7,No
EMP-9461D60C,33,Engineering,Senior Software Engineer,18,4438,2,Yes
EMP-B8AB92E6,50,Customer Support,Support Specialist,8,5152,2,No
EMP-B34E1B09,19,Customer Support,Customer Success Manager,1,10677,1,No
EMP-F9D297CE,34,Customer Support,Support Specialist,10,4843,1,Yes
EMP-ABE0E753,23,Research & Development,Laboratory Technician,4,3197,2,No
EMP-B7E9239C,38,Sales,Sales Executive,28,6167,0,No
EMP-F06B4779,64,Customer Support,Support Director,25,9716,0,No
EMP-E2D334FD,49,Sales,Sales Executive,2,4278,10,Yes
EMP-CA851E5A,39,Research & Development,Research Scientist,5,4644,0,No
EMP-299DE0CE,37,Customer Support,Support Director,1,10591,5,No
EMP-EEF78840,27,Customer Support,Support Director,2,9538,0,No
EMP-8F96BDB2,57,Research & Development,Research Director,7,10996,8,No
EMP-9E3604A1,41,Human Resources,HR Generalist,1,5202,5,Yes
EMP-B6572B29,53,Human Resources,HR Business Partner,10,3658,2,No
EMP-A293537D,35,Engineering,Software Engineer,4,3193,1,No
EMP-5B5FC547,23,Customer Support,Support Specialist,1,6509,1,No
EMP-BDA69F6A,43,Research & Development,Laboratory Technician,12,5154,5,No
EMP-95E22993,31,Human Resources,HR Business Partner,3,5642,8,No
EMP-D51F270C,37,Customer Support,Support Specialist,1,4478,0,No
EMP-878FEF39,45,Customer Support,Support Specialist,1,2000,14,Yes
EMP-D10A2B67,45,Customer Support,Support Specialist,15,3719,7,No
EMP-C4181266,54,Customer Support,Support Director,10,11224,4,No
EMP-403DA939,40,Customer Support,Customer Success Manager,13,9638,7,No
EMP-B25A8A2A,34,Customer Support,Support Director,1,10085,3,No
EMP-B82B6C96,50,Research & Development,Research Director,5,9666,4,No
EMP-4A23236D,32,Engineering,Senior Software Engineer,9,6039,8,No
EMP-1C9C9151,41,Customer Support,Support Specialist,9,2647,0,No
EMP-C85E4499,24,Research & Development,Laboratory Technician,1,3361,5,Yes
EMP-47A316C0,54,Engineering,Engineering Manager,1,11068,11,No
EMP-FCA2FD09,22,Research & Development,Research Director,6,8481,2,No
EMP-D3A0971D,45,Human Resources,HR Business Partner,15,5503,13,No
EMP-0F0E1A78,42,Research & Development,Laboratory Technician,3,2173,8,No
EMP-3463DD6A,38,Human Resources,HR Business Partner,4,5888,1,No
EMP-C4F92BA4,47,Human Resources,HR Business Partner,9,6478,9,No
EMP-03E358D4,39,Human Resources,HR Generalist,5,2000,0,Yes
EMP-F06D4ED1,57,Human Resources,HR Business Partner,8,6824,6,No
EMP-CAE88944,30,Customer Support,Support Director,1,9740,4,No
EMP-BC116B08,34,Research & Development,Research Scientist,5,3753,4,No
EMP-DC75EC32,50,Human Resources,HR Director,10,8475,2,No
EMP-4CC6F7A9,45,Engineering,Software Engineer,10,5505,4,No
EMP-05CD6D08,43,Engineering,Software Engineer,17,3812,4,No
EMP-336A4FA8,30,Customer Support,Customer Success Manager,4,8817,3,No
EMP-92B6A4A3,39,Engineering,Engineering Manager,1,7336,19,Yes
EMP-21B648DE,38,Customer Support,Customer Success Manager,12,10638,2,No
EMP-57970BDA,23,Human Resources,HR Director,3,11029,4,No
EMP-7763E2A5,65,Research & Development,Manufacturing Director,3,9523,2,No
EMP-01B0809D,35,Human Resources,HR Generalist,1,3847,8,No
EMP-794B02D9,39,Human Resources,HR Generalist,3,3642,10,No
EMP-408A9997,18,Engineering,Engineering Manager,7,9420,0,No
EMP-C62736B6,28,Research & Development,Research Director,58,9796,2,Yes
EMP-3A29223C,51,Sales,Sales Representative,4,2861,8,No
EMP-F1FFCF79,55,Human Resources,HR Director,1,9161,9,Yes
EMP-263CB89F,29,Engineering,Software Engineer,1,4824,1,No
EMP-83D895D5,33,Research & Development,Manufacturing Director,5,9546,4,No
EMP-0C60B8A8,38,Human Resources,HR Generalist,17,4749,3,No
EMP-2352DFB3,37,Research & Development,Laboratory Technician,8,3778,15,No
EMP-AD268BFC,34,Sales,Sales Executive,2,4619,1,No
EMP-A039B9C0,32,Engineering,Engineering Manager,7,11223,3,Yes
EMP-65425180,38,Engineering,Engineering Manager,1,7582,0,Yes
EMP-9FF8BC99,41,Human Resources,HR Business Partner,5,6570,3,No
EMP-AA1AD0A5,51,Customer Support,Customer Success Manager,15,8714,7,No
EMP-9AD132CD,29,Research & Development,Laboratory Technician,4,4792,3,No
EMP-83B9181F,49,Customer Support,Support Director,3,8669,0,No
EMP-AA2D4FBF,40,Research & Development,Laboratory Technician,2,3931,4,No
EMP-C83398FB,30,Customer Support,Support Specialist,6,3860,6,Yes
EMP-ADEFFA1F,48,Sales,Regional Manager,3,9646,0,No
EMP-83748554,36,Sales,Sales Representative,8,4724,7,No
EMP-A689CF39,49,Sales,Sales Executive,1,2842,1,No
EMP-BE1570CB,41,Human Resources,HR Generalist,2,3569,6,No
EMP-CD7091B7,38,Human Resources,HR Director,7,10424,3,No
EMP-88497AE5,35,Human Resources,HR Generalist,9,2000,17,Yes
EMP-56420210,37,Human Resources,HR Director,10,10789,11,No
EMP-D63A7D59,42,Engineering,Engineering Manager,5,9474,4,Yes
EMP-4DC07464,39,Research & Development,Research Scientist,2,4078,6,No
EMP-1FB8E292,20,Sales,Regional Manager,14,9788,2,No
EMP-6DCB0EFC,25,Sales,Sales Executive,6,5385,4,No
EMP-0524E8C0,25,Customer Support,Customer Success Manager,32,9111,3,No
EMP-CB54E87A,32,Human Resources,HR Director,4,11466,2,No
EMP-6A96D480,49,Sales,Sales Representative,7,2000,3,No
EMP-E707BE8E,37,Human Resources,HR Director,1,8255,0,No
EMP-C9956751,39,Research & Development,Laboratory Technician,10,4794,2,No
EMP-35AE0DCA,40,Sales,Sales Executive,14,4872,2,No
EMP-4483B13B,35,Sales,Sales Representative,3,4333,1,No
EMP-BD02508C,44,Customer Support,Support Director,1,9067,0,No
EMP-D451B792,29,Engineering,Engineering Manager,2,8828,7,No
EMP-F9E2960A,36,Human Resources,HR Generalist,5,4018,2,No
EMP-9D4561FF,41,Customer Support,Support Specialist,12,3115,6,No
EMP-FD053200,45,Engineering,Engineering Manager,29,11783,2,Yes
EMP-B3483E78,32,Engineering,Software Engineer,27,6942,0,No
EMP-32895B20,57,Engineering,Senior Software Engineer,15,6014,4,No
